site,attraction_location,total_reviews,date_dataAccess,page_nbr,title,full_review,date,userName,device,userLocation
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",51,Remove your shoes…. again.,"The rock-hewn churches of Lalibela are truly remarkable feats of civil engineering, dating back several hundred years. But seventeen of them in one trip may, for some be a little over the top. It could be said that they all have different features making each...More","February 9, 2015",Wallibarbe,NA,"London, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",51,One of the wonders of the world,"I say this is one of the wonders of the world, and I don't say that lightly. I visited Lalibela as first stop in a trip that saw me visit Ethiopia, Pyramids of Giza, Petra, Taj Mahal and (outside of) the Colosseum. The churches held...More","February 4, 2015",seyfun,NA,"Atlanta, Georgia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",51,Absolutely amazing,"This church is amazing, from the location overlooking a valley to the structure to the passageway. The fact that this one wasn't covered by the huge weather protector structures covering some of the other churches was a huge plus, but I'm sure that will change...More","February 4, 2015",seyfun,NA,"Atlanta, Georgia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",51,One of the world's ancient man made wonders.,"You have to experience these to believe it. Quite different from Petra in Jordan, these are living churches with a rich tradition and still in use after 800 years. The sheer scale and magnificence, not to mention the devotion that created the churches, are truly...More","February 2, 2015",Leeyuk,NA,Kuala Lumpur
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",51,World Wonders,"These rock-hewn churches are truly unique in the world and a must-see. Incredible feats of workmanship with what must have been very simple tools to work with. Each small church is a complete church, complete with the colorful paintings seen in most Ethiopian Orthodox churches....More","February 2, 2015",MARHuntsville,NA,"Huntsville, TX"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",51,In Safe Hands with Vast Ethiopia,"Although I have travelled widely in Africa for many years, Ethiopia presented a few moments of uncertainty – my previous trip there in the 1990s was rather unpleasant and militaristic. How different things are now, the people friendly and the country just amazing.
I booked...More","January 30, 2015",eardstapper,NA,"Cape Town, Western Cape, South Africa"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",51,Beautiful and memorable,"Absolutely must on any trip to Ethiopia! You need a good guide to get the most information.
I would however recommend if you have time to go by yourself the second day (the pass is good for 2 days) and spend some time just enjoying...More","January 30, 2015",Danuta O,NA,"Toronto, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",51,very interesting insight into some of the oldest churches,"Yes the price is more expensive than most things in Ethiopia but these churches are definitely worth a visit if you find yourself in Ethiopia! (50 $)
Hard to imagine how these beautiful churches were build - magnificent to see how big and majestic they...More","January 30, 2015",Theafl,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",51,Beautiful and essential place to visit in Ethiopia but...,"- ALL churches and the full site can be visited in one single day and not on a two days basis like on most group tours...
- the flies are an absolute nightmare! They are so agressive that they will attack you early morning already!...More","January 28, 2015",incahueca,NA,"Geneva, Switzerland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",51,Amazing church : the best of all in Lalibela,The most beautiful church in Lalibela. Do not forget to go down through the thin way and visit the inner part of the church. A must.,"January 28, 2015",incahueca,NA,"Geneva, Switzerland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",52,"Stunning churches - incredible guide, Memekia!","If you are looking for an outstanding guide for your trip to Lalibela: contact Memekia!
My group had only two days to see the incredible churches of Lalibela. Based on other recommendations in this forum, we contacted Memekia....and honestly this man made our visit to...More","January 26, 2015",DandR2012,NA,"Bangkok, Thailand"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",52,"Expensive, too expensive",40 euros (or 50 dollars) for such a wonderful unique but small tourist attraction is not only too expensive but is also a big offense to all the poor people of Lalibela. The tourist guide (optional) is extra. I also asked where does all these...More,"January 24, 2015",Jerolamo,NA,Italy
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",52,Expensive day trip,"1000 Ethiopian Birr entrance is pretty steep, but the trip is worth it. You can have all the churches finished without hurrying in about 6 hours. We took a guide, approx for 450 Birr, which was a good choice.
Tip: take socks with you as...More","January 22, 2015",Dominika27,NA,Dominika27
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",52,Amazing have to see,"This was main reason I came to Ethiopia and I was not dissappointed and we were there for Christmas which was special. Unbelievable sights and the amount of Ethiopians that ca,p out for that one night and day has to be seen to believe.","January 18, 2015",ROBYN B,NA,"Launceston, Australia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",52,Amazing,"Mindboggling how people can hew this out of the rocks in 23 years. The 23 years refer to all 11 rock hewn Churches in Lalbela. Our guide couldn't tell us exactly how many years it took just for this one, not matter. This was done...More","January 12, 2015",hervecoenen,NA,"Johannesburg, South Africa"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",52,Rip Off - 50 USD to see the Churches,"Beware, if you are not a Ethiopian National you will be charged 50 USD to see the churches. Many more times more expensive than any other attraction in Ethiopia. And, the amount doesn't come from the tourist bureau, it comes from the church, supposedly. Although...More","January 12, 2015",Jack B,NA,"Addis Ababa, Addis Abeba, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",52,"Impressive, but getting more commercial and less religious","If you are in Lalibela, then you are definitely going to visit these churches, despite the stiff entrance fee. The question is whether Lalibela is a must on your Ethiopia itinerary. This is a pretty little town, and the churches are impressive. It is a...More","January 11, 2015",meerakrishnaswamy,NA,"Chennai (Madras), India"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",52,Church of st George,Great and amazing church you have to come to see by your own eyes!! The historical church people still use it to warships..,"January 9, 2015",Lancao,NA,"Winnipeg, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",52,Churches of Lalibela,"These amazing churches unbelievable, you have to see in your own eyes! There were many pictures but only when you saw them you could understand why they are so amazing.","January 9, 2015",Lancao,NA,"Winnipeg, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",52,Extraordinary,"Nothing can prepare us to the extraordinary rock hewn churches of Lalibela, but this one does deserve the attention it's given. Magic!","January 7, 2015",JoanaBSa,NA,"Coimbra, Portugal"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",53,Breath taking history,After a 45 minute flight from Gondar. The mountainous journey transported you to a mesmerising land of an underground maze of historical culture and unbelievable sights of beauty. A marvel not to be missed!! The 8 hour drive back to Gondar was also an experience...More,"January 3, 2015",MonaLisaCroydon,via mobile ,"London, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",53,Simply wonderful,I have been here before but spent so much time in the first two groups that I missed the third. This is why I am here now. I understand $50 (US Dollars) is a steep entrance fee but for me as a researcher and documentarian...More,"January 2, 2015",Jemal C,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",53,Not worth $50,"When I first came to Lalibela several years ago during Easter, the Churches of Lalibela were one of the most unique and special places I'd ever visited. Just wandering around the vast site, getting lost, feeling a sense of wonder and exploration is still a...More","December 31, 2014",Barrett_Nash,NA,"Kigali, Rwanda"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",53,A true wonder of the world!,"Truly a wonder of the world - if this weren't in Ethiopia it would definitely be as famous/important as the pyramids in Cairo. This place is still a living, breathing place of worship despite its 800 years - completely remarkable as well as very beautiful....More","December 29, 2014",barbican01,NA,London
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",53,Unbelievable beauty,"It is a must see if you are in Ethiopia! It is with awe that we spent 7 hours exploring with Daniel, our wonderful guide!","December 28, 2014",Wendie S,NA,"Los Angeles, California"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",53,Incredible,After spending a couple of weeks travelling through Ethiopia this was to be my highlight. It was probably the most touristic of everywhere that we had been. Because of erosion damage most of the churches have been covered by ugly structures to protect the churches...More,"December 28, 2014",Janet2008,NA,"Axminster, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",53,One of the Wonders of the World!,"In the class of the pyramids and Machu Picchu! Wonder early in the morning when the locals are coming to pray, amazing!","December 25, 2014",jettag1950,NA,"Denver, Colorado"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",53,Churches of Lalibela,A bit pricey but the ticket is good for three days. If you time your trip right you get to experience the churches on a Sunday which is a real treat. Getting to see people at prayer is always a treat. It is amazing to...More,"December 23, 2014",David V,via mobile ,"Hickory, NC"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",53,Not worth $50,"Yes. The churches are magnificent. But they pale in comparison to other major international sights, such as Angkor Wat or Petra. At 50US, the churches in Lalibella are more expensive than Angkor, and the latter is many times better.
It makes little sense to try...More","December 20, 2014",MiroSto,via mobile ,"London, England, United Kingdom"
